;game_name;review_text;hours_played;rating;found_helpful;product_count;review_date;review_length
902;Subnautica: Below Zero; I personaly did not care for this game ai first but then i realised I was in pre=realse mode The game costantly improvrd to where I reallyreally enjoyed playing it ;33.6;1.0;0.0;31.0;13 May, 2022;170
903;Subnautica: Below Zero; Very fun and scary;10.9;1.0;0.0;25.0;11 May, 2022;19
904;Subnautica: Below Zero; The reason I love Subnautica so much is the massive creatures the sounds and the story My favorite is the massive creatures I love games that have huge huge creatures with nice detail and design its just my awe;41.5;1.0;0.0;39.0;11 May, 2022;217
905;Subnautica: Below Zero; GOOD ;139.6;1.0;0.0;16.0;11 May, 2022;164
906;Subnautica: Below Zero; good game;16.9;1.0;0.0;32.0;11 May, 2022;10
907;Subnautica: Below Zero; is good;22.2;1.0;0.0;209.0;11 May, 2022;8
908;Subnautica: Below Zero; the sea monkeys stole my life support ;22.9;1.0;0.0;85.0;11 May, 2022;44
909;Subnautica: Below Zero; funny fish;23.3;1.0;0.0;25.0;11 May, 2022;11
910;Subnautica: Below Zero; It is very fun;20.8;1.0;0.0;6.0;11 May, 2022;15
911;Subnautica: Below Zero; This is one of my favorite games even though I have a shark phobia and am scared of deep water lol I guess Im a glutton for punishment I guess my only complaint though is there isnt enough in game direction as to what youre supposed to do next after a certain point A few more radio message hints certainly wouldnt be remissjust saying;58.9;1.0;0.0;70.0;13 May, 2022;348
912;Subnautica: Below Zero; game good;40.6;1.0;0.0;15.0;11 May, 2022;10
913;Subnautica: Below Zero; *Pengwing sounds*;26.9;1.0;0.0;169.0;10 May, 2022;18
914;Subnautica: Below Zero; cool game;14.1;1.0;0.0;17.0;10 May, 2022;10
915;Subnautica: Below Zero; Subnautica below zero is a fun exploration game that is good at balancing the gryndiness part of the game  85/10;77.6;1.0;0.0;17.0;10 May, 2022;115
916;Subnautica: Below Zero; i love videogames;46.1;1.0;0.0;57.0;10 May, 2022;18
917;Subnautica: Below Zero; Just as special as the first Subnautica which was my game of the year for 2018;30.5;1.0;0.0;194.0;10 May, 2022;81
918;Subnautica: Below Zero; Still only a better version of the first Subnautica but not really a sequel An 85 on 10 but only because it works more like a HUGE DLC than a new game;37.6;1.0;0.0;1108.0;10 May, 2022;158
919;Subnautica: Below Zero; I forgot to review this forever ago Yes buy this game lol;150.6;1.0;0.0;111.0;10 May, 2022;61
920;Subnautica: Below Zero; I really like the sea truck;98.6;1.0;0.0;128.0;10 May, 2022;28
921;Subnautica: Below Zero; not as hard as the last one but its fun with a decent story to follow almost all danger removed since early access they over corrected i did not die or feel any real tension the whole game building is still great i love that part;81.6;1.0;0.0;106.0;10 May, 2022;234
922;Subnautica: Below Zero; I one hundred percent recommend subnautica and subnautica below zero I have not had this much fun and have not been as excited to play a game in years I hope for many more;12.0;1.0;0.0;5.0;10 May, 2022;175
923;Subnautica: Below Zero; drive submarine materialize alien 10/10 would play again;21.5;1.0;0.0;31.0;10 May, 2022;59
924;Subnautica: Below Zero;Good Very Good;33.6;1.0;0.0;4.0;09 May, 2022;14
925;Subnautica: Below Zero;veryyyyy gooood veryyy nicee very good very noice hello banana;37.2;1.0;0.0;28.0;09 May, 2022;62
926;Subnautica: Below Zero;amazing game love it;31.2;1.0;0.0;48.0;09 May, 2022;20
927;Subnautica: Below Zero;AL-AN;22.1;1.0;0.0;33.0;09 May, 2022;5
928;Subnautica: Below Zero; Over all this is a amazing game Its a lot like the first game but at the same time couldnt be more different from the flora to the story line everything was amazing It was super fun to play through and I am sad yet happy to finally have finished such a great game <3;33.5;1.0;0.0;49.0;10 May, 2022;275
929;Subnautica: Below Zero; Fun game - very close experience to the first game Similar progression exploration crafting Feels like a lot less requirement to farm materials New creatures land exploration and story all keep this game feeling fresh The story builds on the first game and gives a nice alternate perspective  I do miss the submarine The seatruck is cool but I honestly never ran it with any segments other than the prawn suit docking station Never even built the land vehicle because it didnt seem necessary The prawn suit works just fine and is quite nimble on land with the grappling hook  Guidance for where to explore and find things is a little whack I got both advanced oxygen tank recipes before I ever found the mid-tier oxygen tank And got super lost towards the end when I stopped getting beacons from the game The Wiki helped solve both of those issues but it would be nice if the game was able to provide you with the information to progress or give you some way to work for the info;21.2;1.0;0.0;310.0;10 May, 2022;1001
930;Subnautica: Below Zero;In like 2017 after completing the original game with a friend we both just sat there absolutely stunned what we had just played the greatest game ever still Now back to this game after being launched logically we were ready to play this game in 6 hours after it launched i think it was a friday morning and we had no plans To sum up - the best weekend ever We finished the game in 2 days and looking back the binge was definitely not worth it i kind of ruined it Yes there are some cons too but anyhow I just cant really put into words how the game felt  I can now only fulfill my duty as a reviewer to guide others to a treasure i have found myself so go there and explore the icy world of planet 4645B;27.6;1.0;0.0;136.0;09 May, 2022;717
931;Subnautica: Below Zero;In the town where I was born Lived a man who sailed to sea And he told us of his life In the land of submarines So we sailed on to the sun Til we found a sea of green And we lived beneath the waves In our yellow submarine;52.7;1.0;0.0;177.0;09 May, 2022;222
932;Subnautica: Below Zero;Product received for free  man this  bussin respectfuly;14.1;1.0;0.0;14.0;09 May, 2022;59
933;Subnautica: Below Zero;This game was made with such a beautiful attention to detail I love it;40.6;1.0;0.0;124.0;09 May, 2022;72
934;Subnautica: Below Zero;Awesome story and gameplay;51.4;1.0;0.0;415.0;09 May, 2022;27
935;Subnautica: Below Zero;Awesome game with a deep amazing story and breathtaking visuals;20.7;1.0;0.0;9.0;09 May, 2022;63
936;Subnautica: Below Zero;Very similar to the original with slightly different flora and fauna as well as expanded land exploration Still hits the same notes of fear and exploration;33.1;1.0;0.0;120.0;09 May, 2022;159
937;Subnautica: Below Zero;I just got Below Zero and I cant stop playing Its one of the best games I have played and I play a ton of video games I recommend also playing the original Subnautica it is also a really good game;14.3;1.0;0.0;3.0;08 May, 2022;199
938;Subnautica: Below Zero;A great game where you peaceful explore an alien planet build an underwater base and discover landmarks and small story elements;31.6;1.0;0.0;656.0;08 May, 2022;130
939;Subnautica: Below Zero;I love the Subnautica series There is no denying that When I first heard that Below Zero was a thing I immedietly fell in love with it;38.1;1.0;0.0;22.0;08 May, 2022;137
940;Subnautica: Below Zero;really good;35.5;1.0;0.0;15.0;08 May, 2022;11
941;Subnautica: Below Zero;Fantastic survival game Amazing story Very fun to play Not too difficult Exploration is very rewarding I think the first game is better especially story-wise but Below Zero is still one of the best survival games Ive played;54.0;1.0;0.0;37.0;08 May, 2022;232
943;Subnautica: Below Zero;Amazing game Fun gameplay and good story If your someone who loves survival games and wants a new experience this is the game;67.9;1.0;0.0;41.0;08 May, 2022;128
944;Subnautica: Below Zero;Not as good a the first game but it`s worth it;21.5;1.0;0.0;11.0;08 May, 2022;47
945;Subnautica: Below Zero;Very freeze much Ice;40.7;1.0;0.0;34.0;08 May, 2022;21
946;Subnautica: Below Zero;Easier yet harder then original;4.0;1.0;0.0;17.0;08 May, 2022;31
947;Subnautica: Below Zero;Spoopy shrimp;54.2;1.0;0.0;12.0;08 May, 2022;13
948;Subnautica: Below Zero;game fun;11.7;1.0;0.0;18.0;08 May, 2022;8
949;Subnautica: Below Zero;very good game;13.3;1.0;0.0;14.0;08 May, 2022;14
950;Subnautica: Below Zero;Sure the game isnt as scary or great as the first but it is not bad once you give it a try Would recommend if you did play the first Storys not bad as of 10 update and the base building has been expanded to allow for more possibilities Large room ftw;54.6;1.0;0.0;261.0;08 May, 2022;262
951;Subnautica: Below Zero;The world and design is a great improvement on the original visually But the lack of natural story telling through mystery and the lack of predatory creatures removes the threat and intrigue that was felt in the original The terrifying depths and unique areas were missing from the original for the most part Still was really fun and a natural evolution on the first game;20.3;1.0;0.0;352.0;08 May, 2022;375
952;Subnautica: Below Zero;this game is very fun and will make you spend alot of time on the game though i am scared of the sea monsters but its still very fun i recommend this game for the people that has played the first game;28.3;1.0;0.0;7.0;07 May, 2022;201
953;Subnautica: Below Zero;it so scary i almost got scared;27.2;1.0;0.0;68.0;07 May, 2022;32
954;Subnautica: Below Zero;Top tier survival game love these devs;1.3;1.0;0.0;20.0;07 May, 2022;39
956;Subnautica: Below Zero;scary fun more fun;16.0;1.0;0.0;18.0;07 May, 2022;18
957;Subnautica: Below Zero;9/10 needs more ocean;26.1;1.0;0.0;171.0;07 May, 2022;23
958;Subnautica: Below Zero;very good;5.4;1.0;0.0;10.0;07 May, 2022;9
960;Subnautica: Below Zero;This game is fun and engaging it always has something new to unlock or do;40.4;1.0;0.0;16.0;07 May, 2022;75
961;Subnautica: Below Zero;Beautiful and a really good game so far but the amount of time that takes you to get materials is really long and boring Of course by getting those materials you discover more places and wrecks but still it takes more than half the time you actually get to play the actual story;24.5;1.0;0.0;5.0;07 May, 2022;280
962;Subnautica: Below Zero;Fantastic Game possibly better than the original in ease of play Not as good story line as original and less buggy;79.9;1.0;0.0;63.0;07 May, 2022;117
963;Subnautica: Below Zero;Not dissapointed at all buying this game Graphic is beautiful Exploration mystery discovery Sooo much fun;10.2;1.0;0.0;22.0;07 May, 2022;111
964;Subnautica: Below Zero;subnautica below zero will not run whatsoever none of the fixes work ive tried everything listed in the forums and on random websites NOTHING worked the game opens up to the menu fine but the second you take off in the opening cutscene it crashes when i skip the cutscene and it puts me in the meteor field it crashes when i barely touch the mouse the closest ive gotten to actually even playing the game is by selecting creative mode with all graphics at the lowest settings AFTER having tried multiple fixes it let me step into the water for maybe 10 seconds before crashing the game will not run no matter how many of the fixes listed i try and this is the only game i have ever played to give me this problem my system info copied directly from settings maybe someone can actually help me Processor IntelR CoreTM i7-2600 CPU @ 340GHz 340 GHz Installed RAM 120 GB System type 64-bit operating system x64-based processor Edition Windows 10 Home Version 21H2 OS build 190441645;18.7;0.0;0.0;21.0;07 May, 2022;999
965;Subnautica: Below Zero;such a good game havent even come close to finishing it yet but loving it ;13.4;1.0;0.0;6.0;07 May, 2022;77
966;Subnautica: Below Zero;The sounds are scarier than the creatures 8/10;30.4;1.0;0.0;55.0;07 May, 2022;47
967;Subnautica: Below Zero;Very good;62.4;1.0;0.0;16.0;07 May, 2022;9
968;Subnautica: Below Zero;s1010;3.7;1.0;0.0;8.0;07 May, 2022;5
969;Subnautica: Below Zero;TOO GOOD;35.8;1.0;0.0;5.0;07 May, 2022;8
970;Subnautica: Below Zero;much more polished than the original and a very fun game overall with great voice acting;35.5;1.0;0.0;16.0;07 May, 2022;88
971;Subnautica: Below Zero;Not as good as the first game but still amazing;25.1;1.0;0.0;118.0;07 May, 2022;47
972;Subnautica: Below Zero;this game is the best and i wuld always reccmend;15.1;1.0;0.0;2.0;07 May, 2022;48
973;Subnautica: Below Zero;water;11.9;1.0;0.0;14.0;07 May, 2022;5
974;Subnautica: Below Zero;water go blub blub but you no breath;34.4;1.0;0.0;40.0;07 May, 2022;36
975;Subnautica: Below Zero;Great game just a little freaky;15.9;1.0;0.0;11.0;07 May, 2022;32
976;We Were Here Forever; Just the two of us we can make it if we try just the two of us You and IIIIIIII;7.9;1.0;178.0;491.0;11 May, 2022;83
977;We Were Here Forever; only downside to this game is that it ends;10.9;1.0;29.0;199.0;13 May, 2022;43
978;We Were Here Forever; lost all my friends but totally worth it;11.4;1.0;66.0;1979.0;11 May, 2022;42
979;We Were Here Forever; Very fun and engaging puzzle game for 2 and a massive improvement from the previous games in the series TotalMayhem keep outdoing themselves;10.7;1.0;21.0;90.0;12 May, 2022;144
980;We Were Here Forever; Fantastic entry in the series Much longer story than the last games and better puzzles by far You can tell the developers love what theyre doing and they get better with each game Love it;9.1;1.0;13.0;174.0;11 May, 2022;194
981;We Were Here Forever; If youre looking for a fantastic two person co-op experience then look no further Grab a friend and get really angry at eachother for not being able to explain the basics of a door and weird symbols The story is an incredible step up from the previous games which are also out right fantastic and the puzzles are challenging and really interesting At the time of my review there are a few bugs like framerate stuttering and a puzzle or two that gets you just stuck but the game is good at leaving checkpoints so getting back to the same spot will be no issue at all  I whole heartedly recommend this game even at full price this game is a steal;10.7;1.0;22.0;1613.0;11 May, 2022;655
982;We Were Here Forever; We Were Here Forever is easily the best game in the series every puzzle was interesting and challenging and the difficulty would only increase each chapter  my only complaint would be the bugs and slight performance issues considering it took quite a while to make this game i do believe it shouldve been polished a bit more upon release a bit frustrating that i unlocked both achievements for both endings at the end and my save bugged out meaning i had to restart the finale/chapter as mentioned before with performance issues i experienced frame drops that would make me restart my game every once in a while 20-40 fps even with ideal settings  other then the bugs i would rate We Were Here Forever a 95/10 and would recommend playing We Were Here Together first if youve never played any of the games in the series We Were Here is a fantastic series if you are into puzzle games or even just looking for something different to play with a friend;16.3;1.0;8.0;54.0;13 May, 2022;972
984;We Were Here Forever; Dont take this review without reading this The game is fun with lots of good ridles but we had over 3 hours of gameplay needed to restart some chapters due to bugs a save buged out Black screen for the host and multiple items without pickup possibility pickaxe or pipe I can recommend this game easly but wait up some bugfixes if you dont want to waste time on reseting the game;11.0;0.0;29.0;200.0;14 May, 2022;388
985;We Were Here Forever; An incredible game that fits perfectly into the previous trilogy;11.1;1.0;27.0;1406.0;10 May, 2022;66
987;We Were Here Forever; We sat there for an hour and a half at safe puzzle in the beginning Turned out I had to click on the safe door to open it;6.0;1.0;5.0;413.0;13 May, 2022;122
988;We Were Here Forever; After my first play through I would rate this a 95/10 The game play is truly remarkable From the puzzles of varying difficulty and length to the atmospheres that help immerse me into the game each chapter that was played allowed me to enjoy the game more and more but also helped get the proverbial gears turning in my head for further puzzles  The music alone is really nice and I would love to see a soundtrack available for download   All together We Were Here Forever stands to this date my favorite puzzle game and I am excited to go through it again   The only issues I have had so far are sometimes the walkie-talkies would stop working for an entire chapter restarting would fix and in the last portion of the game there is a animation to get up ladders which was kinda buggy but other than those two small bugs smooth sailing;12.2;1.0;6.0;137.0;12 May, 2022;850
991;We Were Here Forever; Forever that such a long time;3.2;1.0;5.0;45.0;11 May, 2022;37
992;We Were Here Forever; made brain hurt  EDIT just finished game great puzzles although was super buggy at times where me and my partner had to literally reset the game to continue times textures were not loading puzzles were not letting us interact and simply not allowing us to walk forward to complete the game still worth playing definitively worth the price as it took us 11 hours to complette;10.8;1.0;18.0;23.0;10 May, 2022;381
993;We Were Here Forever; Played the beta when it was available I was only able to play 1 part of the game so now Im super excited to be playing the full game All I can say is Id highly recommend you buy this game  and previous we were here games  with a friend to have a amazing time You will not regret it a single bit Even if you havent played a lot of puzzle style games  like i did  its super well made and a lot of fun;5.2;1.0;12.0;100.0;10 May, 2022;412
994;We Were Here Forever; Its a very fun puzzle game much more to do and more immersive story from We Were Here Together If you are a big fan of a variety of puzzles from my perspective they are for the most part easier than the previous game in this series;12.1;1.0;4.0;491.0;12 May, 2022;236
995;We Were Here Forever; fantastic game absolutely loved playing it with my best friend who i played all the other we were here games with there were some issues like some frame drops and like 2 different game breaks that were resolved instantly by reloading the game  one issue as far as i can see theres almost no way to tell which person is playing what role which got aggravating because when we came back to the game the next day we had no idea which person was which character which in the end doesnt really matter but we thought it would and caused a bit of distress;8.8;1.0;4.0;100.0;12 May, 2022;557
997;We Were Here Forever; This game is a MASSIVE step-up from games 1-3 absolutely worth way more than the store price For reference finishing just chapter one took me and a friend 25 hours of playtime Try not to get spoilers and enjoy the game;6.4;1.0;6.0;103.0;10 May, 2022;224
998;We Were Here Forever; Amazing game Glad to be a part of beta tester community for this game as well Cant recommend this series enough Everyone who has a gaming buddy must try out all of the We Were Here games;14.5;1.0;6.0;57.0;10 May, 2022;192
999;We Were Here Forever; They keep one-upping themselves with every new entry and this is no exception;11.4;1.0;3.0;124.0;11 May, 2022;80
1000;We Were Here Forever; We Were Here Yo very good series as long as you like puzzle games;8.5;1.0;2.0;630.0;14 May, 2022;67
1001;We Were Here Forever; gOD tier game Ive so far have played through the whole series with a friend that also loves CO-OP games and I have introduced other friends to these games and they will forever be my favorite The puzzles in this game to me are so much more different than the other ones  The ONLY issue I found is in some areas you advance to there is a huge lag spike It doesnt last for the entire puzzle but it is definitely something to take into consideration;8.0;1.0;5.0;138.0;10 May, 2022;458
1002;We Were Here Forever; This game has a longer playtime than previous games but still feels worth your time There are more puzzles added in comparison to other entries and theyre longer  There are some bugs at release especially when you die during the puzzle and are reset some of which are visual or audio bugs Some puzzles can get extremely frustrating not because the concept is complex but just because theres a very specific answer to the puzzle that will take some trial and error to get to  But overall a really good experience even if you havent played the previous games before The same lore is used so its cool to see how it really ends Make sure you bring a buddy who isnt too hotheaded;11.3;1.0;2.0;62.0;14 May, 2022;694
1003;We Were Here Forever; its not one of its THE BEST puzzle game ive ever played its soo creative its insane and its not even easy its really really enjoyanble not only that you learn the story along the way you crack the story of the game by completing the puzzles its amazing;20.0;1.0;2.0;140.0;14 May, 2022;257
1005;We Were Here Forever; Super fun game to play with your friend Some puzzles are easier then others but the game keeps a good balance A lot of people are complaining that 1 player is doing nothing while the other does everything This is simply not true or at least very over exaggerated You always have to communicate with each other its part of the game;9.4;1.0;2.0;457.0;14 May, 2022;337
1006;We Were Here Forever; good puzzles fun glitches great if you want reason to scream at ur friends;12.8;1.0;1.0;47.0;14 May, 2022;78
1007;We Were Here Forever; Fun 2 player puzzler more lore than previous games;6.3;1.0;1.0;45.0;14 May, 2022;52
1008;We Were Here Forever; Super fun n  but the bugs kinda hurt the flow;7.5;1.0;1.0;253.0;14 May, 2022;52
1009;We Were Here Forever; Game fun;10.1;1.0;2.0;9.0;13 May, 2022;9
1011;We Were Here Forever; This entire series of games is one of my all time favorites And this addition was an absolute masterpiece i cant recommend this game enough;10.2;1.0;3.0;79.0;12 May, 2022;144
1012;We Were Here Forever; No more bananas This ape only wants to break the chains that bind him;10.5;1.0;2.0;296.0;12 May, 2022;72
1013;We Were Here Forever; Beat the game in around 10 1/2 hours total Was pretty good as a whole a couple puzzles were a tad too vague but otherwise it was great I think one more zone before the finale would have also greatly benefited the game;11.1;1.0;2.0;788.0;12 May, 2022;222
1014;We Were Here Forever; Only finished first Chapter so far and well wow Massive improvement on the previous ones Not to discredit them or anything but this feels like so much more and from the looks of it youll definitely get your moneys worth for how much content there seems to be Well done;11.3;1.0;1.0;330.0;13 May, 2022;278
1015;We Were Here Forever; This is by far the best game in the entire series  it finally ties the story together has the best puzzles in the series fantastic and surprising moments  The ending Puzzles are fantastic if you like we were here and have a buddy you gotta give this a play I cannot reccomend it enough;9.7;1.0;1.0;851.0;13 May, 2022;293
1017;We Were Here Forever; Fun Long Mad;9.8;1.0;1.0;159.0;12 May, 2022;15
1018;We Were Here Forever; Very nice game to play with your lover or friend Im addicted to it Im hoping for more games;6.9;1.0;1.0;101.0;11 May, 2022;99
1019;We Were Here Forever; Amazing gaem reccommmmend thumbs up;13.3;1.0;1.0;129.0;11 May, 2022;38
1020;We Were Here Forever; Made us think we are stupid And we like it;6.4;1.0;1.0;509.0;11 May, 2022;43
1021;We Were Here Forever; good co op game  dont playit with dump frined;3.2;1.0;1.0;117.0;11 May, 2022;46
1023;We Were Here Forever; didnt finish the game yet but i like it already;11.3;1.0;2.0;280.0;10 May, 2022;49
1024;We Were Here Forever; Peak video game escape room experience;1.0;1.0;2.0;45.0;10 May, 2022;39
1026;We Were Here Forever; As a huge fan of the previous We Were Here games Ive been waiting for We Were Here Forever for a long time And Im more than satisfied Its a perfect continuation of the previous games both puzzle- and lore-wise and still manages to surprise and introduce tons of new puzzles and content Cant wait to finish the game yet dont want it to end so I hope its long  Ive played for 2-3 hours now and encountered some bugs though Mostly non-significant but theres a huge bug that makes the in-game voicechat stop working sometimes you stop hearing the other person until you press and release the push-to-talk button again so I hope it gets fixed soon  Total Mayhem has gone a long way since the first We Were Here game and the direction is on point Keep it up;10.7;1.0;1.0;162.0;10 May, 2022;777
1027;We Were Here Forever; Best one in the series play the other 3 games first and then this one Make sure its blind playthrough for all of them make sure your friend is also playing blind;10.8;1.0;1.0;119.0;13 May, 2022;165
1028;We Were Here Forever; great game to play with your pal its actually a bit crazy that you get this incredible game for only 17 bucks i would pay 60 for this type of gameplay without a doubt;16.6;1.0;2.0;6.0;13 May, 2022;168
1029;We Were Here Forever; This game is the magnum opus of the series Whether youve played through all of the previous games or youre new to the series you will most certainly enjoy this one The puzzles atmosphere and music are all top tier;15.1;1.0;1.0;323.0;12 May, 2022;222
1030;We Were Here Forever; Ez no issues other than my trash teammate adis;16.3;1.0;1.0;51.0;12 May, 2022;50
1031;We Were Here Forever; Useless long traveltime at parts some lag while loading running around and some buggy puzzles that need restarting if softlocked or bugged  Apart from that very nice game ;8.3;1.0;3.0;170.0;11 May, 2022;176
1032;We Were Here Forever; Amazing game so far 3 hours in and weve only completed chapter 1 out of 6 Theres so much content and its very worth the pricetag;6.4;1.0;1.0;103.0;10 May, 2022;135
1033;We Were Here Forever; epic puzzles that requires a big brain at times some puzzles are a bit underwhelming compared to the previous games but some are really quite difficult and entertaining and you get very excited once you finally figure it out recommend playing with a good friend it makes the experience much more enjoyable;4.7;1.0;1.0;67.0;13 May, 2022;312
1034;We Were Here Forever; 10/10  Built on an already great story and game design fantastic finale the series Would recommend to anyone that enjoys co-op games Although it did require some game restarts to get past some bugs but Im sure those will get patched out soon enough;10.6;1.0;1.0;64.0;11 May, 2022;256
1035;We Were Here Forever; Super fun I played it in one sitting with a friend and it was a cool experience dont play it in one sitting The story isnt the strongest so if you want to play for story you might not find it as fun The puzzles are great though I cant wait to see what else this company releases in the future~;14.2;1.0;1.0;51.0;12 May, 2022;304
1036;We Were Here Forever; another great We Were Here game Hoping this series never ends;11.5;1.0;1.0;90.0;12 May, 2022;63
1037;We Were Here Forever; I hope I wont have to betray my friend again at the end;1.6;1.0;2.0;449.0;10 May, 2022;57
1038;We Were Here Forever; Wait until bug fixes before buying The puzzles are fun but bugs that make the players redo puzzles again and again each time they are forced to restart the session are not fun  My girlfriend and I have had to do the same set of puzzles multiple times for the  The fix for loading in without the blackscreen issue occurring makes us lose the  After the;14.7;0.0;3.0;223.0;14 May, 2022;357
1039;We Were Here Forever; Me and my friend played the entire series together This was long awaited and the wait was absolutely worth it Total Mayhem Games are the best puzzle game makers around and this is their magnum opus;11.2;1.0;2.0;116.0;12 May, 2022;202
1040;We Were Here Forever; Amazing continuation of the franchise;0.9;1.0;1.0;231.0;10 May, 2022;39
1041;We Were Here Forever; This game is the best puzzle game since Portal 2  Unfortunately the title is very accurate and Ive been here forever help;9.0;1.0;1.0;106.0;12 May, 2022;126
1042;We Were Here Forever; another great game from this series you wont be disapointed;10.1;1.0;1.0;365.0;12 May, 2022;61
1043;We Were Here Forever; Me and my friend played all the previous titles together and thoroughly enjoyed them We waited for about a year to play this game and I can confidently say it lived up to all of our expectations I cant wait to see what else Mayhem games has in store;9.1;1.0;1.0;102.0;12 May, 2022;253
1044;We Were Here Forever; Feel like a proud father having played all the games starting back in February 2017 A truly fantastic 11 hour experience which was everything I wanted it to be A must play series not just this single game that in my humble opinion is better than the 2021 GOTY It Takes Two No less than a 10/10 rating fully worth buying at any price   Every area was incredibly well thought out and produced Puzzles were as usual spectacular especially the toy box And to top it all off a perfect ending to the perfect game series;11.3;1.0;2.0;73.0;10 May, 2022;528
1045;We Were Here Forever; With each entry into this fantastic Adventure puzzle solving series the puzzles get more and more elaborate and head scratching and can make for some unforgettable friend memories A must play for anyone who has a friend who wants to deal with a lot of miscommunication mishaps and mind bending puzzles;10.3;1.0;1.0;524.0;12 May, 2022;305
1046;We Were Here Forever; Very good;3.2;1.0;1.0;37.0;14 May, 2022;10
1047;We Were Here Forever; Riddle me this batman king What do you get when you take two strangers and throw them into the ruins with no way to go but forwards The results may surprise you;10.7;1.0;2.0;165.0;13 May, 2022;167
1048;We Were Here Forever; I like the we were here series very very much but this part is unfortunately still unplayable a few days after release due to bugs Even after the few first patches Sad kinda killed the hype and flow /;11.7;0.0;1.0;165.0;14 May, 2022;206
1049;We Were Here Forever; Friendship Good;4.4;1.0;1.0;126.0;12 May, 2022;16
1050;We Were Here Forever; <3 love love love love this  much better than It Takes Two if its hard puzzles you are after Its wayy more big brain high IQ stuff than other games of this co-op type 10/10 so far im not super far into it;6.5;1.0;5.0;147.0;10 May, 2022;209
1051;We Were Here Forever; This is a beautiful way to end the series Plenty of beautiful wonderful puzzles Each one made us think and wonder about I played at launch so of course there were a handful of bugs but I am certain many of them will be fixed soon but none of them were bad enough a quick restart wouldnt fix the issue It however feels like if I play through it again I wouldnt have as much fun as the first three games Only because both players were so close to each other for so much of the game This of course isnt a problem at all just a note Regardless whatever these creators make in the future I will happy support them;10.6;1.0;1.0;410.0;12 May, 2022;621
1053;We Were Here Forever; Ive played all 4 of the games in this series and even now Were Here Too shines the brightest Playing this one was very fun as the puzzles are relatively complex and the gameplay/NET code has seen great improvements however I find it missing the same things We Were Here Together was missing as well as new components that feel out of play or destroyed what it was I had originally desired in-game Most of the game is spent together like the 3rd one which if you enjoyed youll probably enjoy this game as well but if youre like me and you enjoy the 1st and 2nd game you may not like this title much I wont go into spoilers but this one felt very endgame-esque with the ending making me wish I hadnt wasted my money and just quit after not enjoying the 3rd game I really miss what brought to the table and it makes me very sad to see how the story/gameplay went in;8.9;0.0;2.0;125.0;13 May, 2022;889
1054;We Were Here Forever; Great co-op amazing puzzles creepy story and a tough decision bringing friends together or splitting them forever We Were Here Forever has it all All you need and all youve searched for Take your torch and find your way dont let Jester bring you astray  My friend and I were hyped for a long time but did not got disappointed at all This game continues the success of the series in an outstanding way You wont regret it;13.2;1.0;1.0;535.0;12 May, 2022;434
1055;We Were Here Forever; If this is an ending point to the series this is probably the lowest note they could have ended on Its still a good game just in my opinion the worst in the series Some of the puzzles were interesting and unique others felt extremely lacking in content and how to solve them Certain puzzles seemed very one-sided such as one person having no fun helping solve the puzzle leaving the puzzle up to your partner to solve almost by themselves Other than that some of the puzzles are buggy requiring restarts of your game and frustration all around I hope there is another in the series to redeem this one;15.1;0.0;2.0;315.0;13 May, 2022;615
1056;We Were Here Forever; puzzles are fun but too many game breaking bugs;15.8;0.0;3.0;290.0;13 May, 2022;49
1057;We Were Here Forever; wait until patches are released -currently contains multiple gamebreaking bugs-;3.0;0.0;4.0;204.0;12 May, 2022;80
1058;We Were Here Forever; I replayed the other 3 with friend the past few weeks to prepare for this oneI have no clue how we remained friends;9.4;1.0;2.0;278.0;11 May, 2022;120
1059;We Were Here Forever; Only one can survive;10.0;1.0;2.0;65.0;11 May, 2022;21
1060;We Were Here Forever; very very good game yah;12.7;1.0;0.0;10.0;14 May, 2022;24
1061;We Were Here Forever; The lore and backstory for We Were Here Forever is extraordinarily deep and engaging particularly in comparison to the mystery and vagueness of the last three games story wise Unlike the past three games which i also highly recommend particularly before playing this which reveal very little lore wise behind the actions of the two explorers We Were Here Forever completely changes that dynamic diving much deeper into the lore which myself and many others have very much been looking for This game and the whole We Were Here series is a must to experience with a friend 10/10;34.8;1.0;1.0;65.0;12 May, 2022;588
1062;We Were Here Forever; This game is honestly one of the best co-op experiences out there it truly tests your relationship with who you are playing with How well can you forgive your partner at the end of the day threw trials and frustration coming together is what this game is about i however dont suggest this game to any couples that have poor communication skills and even worse ability to forgive one another for the outbursts of frustration that may and will ensue But know the reward you gain is the understanding and deeper bonding you two may gain from understanding one another better and more deeply;8.1;1.0;1.0;165.0;13 May, 2022;595
1063;We Were Here Forever; The game is fun but it crashes constantly and it force us to start the puzzles all over from scratch unplayable  Edit I sended the crash reports to the developers Ill change my review to positive because I really had a lot of fun while playing regardless of the crashes hope it gets polished with time and then Ill try it again;1.1;1.0;0.0;676.0;12 May, 2022;336
1064;We Were Here Forever; Do not buy until several bug fixing patches have been released through 12 hrs so far and have experienced a bug that did not allow partner or I to progress through story a bug that threw us threw the map a bug that will not currently let me load from our checkpoint thus functionally stopping our progress and have had multiple areas that cause FPS drop / lag for no reason  Story seems great puzzles are decent but due to bugs and performance issues this is not a worth buy until patches come out;12.7;0.0;4.0;92.0;13 May, 2022;507
